,Area,Area_Name,BHK,Bathroom,Furnishing,Parking,Status,Transaction,Type,Per_Sqft,Price
1208,4500,hauz khas,4,4,Semi-Furnished,2,Ready_to_move,New_Property,Builder_Floor,30000,70000000
1209,4500,hauz khas,4,5,Semi-Furnished,2,Ready_to_move,New_Property,Builder_Floor,170000,85000000
1210,6500,hauz khas,4,5,Unfurnished,3,Ready_to_move,New_Property,Builder_Floor,170000,190000000
1211,4350,hauz khas,4,6,Semi-Furnished,2,Ready_to_move,New_Property,Apartment,170000,135000000
1212,1750,hauz khas,3,3,Unfurnished,2,Ready_to_move,Resale,Builder_Floor,170000,35000000
1213,3600,hauz khas,4,4,Semi-Furnished,2,Almost_ready,New_Property,Builder_Floor,18055,65000000
1214,1200,hauz khas,2,2,Furnished,1,Ready_to_move,Resale,Builder_Floor,18055,27500000
1215,1500,hauz khas,3,4,Unfurnished,2,Ready_to_move,Resale,Builder_Floor,18055,45000000
1216,2250,hauz khas,4,4,Unfurnished,3,Ready_to_move,New_Property,Builder_Floor,18055,100000000
1217,1800,hauz khas,3,4,Semi-Furnished,2,Ready_to_move,New_Property,Builder_Floor,18055,47000000
1218,1600,hauz khas,3,4,Semi-Furnished,2,Ready_to_move,Resale,Builder_Floor,18055,27500000
1219,2800,hauz khas,4,5,Semi-Furnished,3,Ready_to_move,New_Property,Builder_Floor,25000,70000000
1220,1700,hauz khas,3,3,Semi-Furnished,1,Ready_to_move,Resale,Apartment,25000,36500000
1221,2400,hauz khas,4,5,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,25000,65000000
1222,1980,hauz khas,3,4,Unfurnished,1,Almost_ready,New_Property,Apartment,17677,35000000
1223,2100,hauz khas,4,5,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,17677,56000000
1224,5400,hauz khas,4,4,Unfurnished,2,Ready_to_move,Resale,Builder_Floor,17677,110000000
1225,1250,hauz khas,3,3,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,17677,24000000
1226,2300,hauz khas,4,4,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,17677,102500000
1227,2700,hauz khas,4,4,Semi-Furnished,2,Ready_to_move,New_Property,Builder_Floor,37037,100000000
1228,1450,hauz khas,3,3,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,37037,45000000
1231,1600,chittaranjan park,3,3,Semi-Furnished,2,Ready_to_move,New_Property,Builder_Floor,20938,33500000
1232,2600,chittaranjan park,4,5,Semi-Furnished,3,Ready_to_move,New_Property,Builder_Floor,20938,62500000
1233,1700,chittaranjan park,3,3,Semi-Furnished,2,Ready_to_move,New_Property,Builder_Floor,20938,47500000
1234,1116,chittaranjan park,3,3,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,20938,14700000
1235,1070,chittaranjan park,2,3,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,20938,18000000
1236,1200,chittaranjan park,3,3,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,20938,22500000
1237,1200,chittaranjan park,3,3,Unfurnished,1,Ready_to_move,New_Property,Builder_Floor,18333,22000000
1238,1200,chittaranjan park,3,3,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,18333,22200000
1239,1450,chittaranjan park,3,3,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,18333,22500000
1240,1000,chittaranjan park,2,2,Semi-Furnished,1,Ready_to_move,Resale,Apartment,18333,7500000
1241,2430,chittaranjan park,4,4,Furnished,5,Ready_to_move,Resale,Builder_Floor,18333,30000000
1242,945,chittaranjan park,2,1,Unfurnished,5,Ready_to_move,Resale,Apartment,6878,6500000
1243,1650,chittaranjan park,3,3,Unfurnished,5,Ready_to_move,New_Property,Builder_Floor,6878,35000000
1244,1350,kalkaji,3,2,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,6878,17500000
1245,2625,chittaranjan park,4,5,Semi-Furnished,2,Ready_to_move,New_Property,Builder_Floor,6878,60000000
1246,1800,chittaranjan park,4,4,Semi-Furnished,2,Ready_to_move,New_Property,Builder_Floor,6878,40000000
1247,125,chittaranjan park,3,3,Semi-Furnished,2,Ready_to_move,New_Property,Builder_Floor,6878,11500000
1248,1440,chittaranjan park,3,3,Semi-Furnished,2,Ready_to_move,New_Property,Builder_Floor,6878,22500000
1249,1900,chittaranjan park,3,4,Semi-Furnished,2,Ready_to_move,New_Property,Builder_Floor,6878,28500000
1250,1800,chittaranjan park,3,3,Semi-Furnished,2,Ready_to_move,Resale,Builder_Floor,6878,29000000
1251,1200,chittaranjan park,3,2,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,12916,15500000
1252,1800,kalkaji,3,3,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,12916,26000000
1253,1200,chittaranjan park,3,3,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,12916,16500000
1254,4118,chittaranjan park,4,5,Unfurnished,3,Ready_to_move,New_Property,Builder_Floor,12916,55000000
1255,1050,chittaranjan park,3,2,Semi-Furnished,3,Ready_to_move,Resale,Builder_Floor,12916,12500000
1256,875,chittaranjan park,3,3,Semi-Furnished,3,Ready_to_move,New_Property,Builder_Floor,12916,17500000
1257,990,chittaranjan park,2,2,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,12916,11500000
1258,11050,chittaranjan park,3,3,Unfurnished,1,Ready_to_move,New_Property,Builder_Floor,12916,18500000
